56.0 APEX_CODE,FINEST;APEX_PROFILING,FINEST;CALLOUT,FINEST;DB,FINEST;NBA,FINE;SYSTEM,FINE;VALIDATION,INFO;VISUALFORCE,FINER;WAVE,FINEST;WORKFLOW,FINER
05:52:02.0 (139066031)|VARIABLE_SCOPE_BEGIN|[2458]|CARES_AppConstants.SERIOUS_COMPLAINTS_NOTES|String|false|true
05:52:02.0 (139148115)|VARIABLE_SCOPE_BEGIN|[2359]|CARES_AppConstants.SERIOUS_COMPLAINT_EMAIL_TEMPLATE|String|false|true
05:52:02.0 (139227021)|VARIABLE_SCOPE_BEGIN|[2362]|CARES_AppConstants.SERIOUS_COMPLAINT_SUBJECT|String|false|true
05:52:02.0 (139321800)|VARIABLE_SCOPE_BEGIN|[1875]|CARES_AppConstants.SERVE_ATTEMPT_MODULE|String|false|true
05:52:02.0 (139401314)|VARIABLE_SCOPE_BEGIN|[1874]|CARES_AppConstants.SERVE_ATTEMPT_OBJECT|String|false|true
05:52:02.0 (139479490)|VARIABLE_SCOPE_BEGIN|[1402]|CARES_AppConstants.SERVICE|String|false|true
05:52:02.0 (139557714)|VARIABLE_SCOPE_BEGIN|[2168]|CARES_AppConstants.SERVICE_CATEGORY_ELEMENT_OMNI|String|false|true
05:52:02.0 (139662905)|VARIABLE_SCOPE_BEGIN|[2169]|CARES_AppConstants.SERVICE_CATEGORY_SOLR|String|false|true
05:52:02.0 (139745152)|VARIABLE_SCOPE_BEGIN|[1988]|CARES_AppConstants.SERVICE_CITY_OMNI|String|false|true
05:52:02.0 (139823719)|VARIABLE_SCOPE_BEGIN|[1973]|CARES_AppConstants.SERVICE_COMPONENT|String|false|true
05:52:02.0 (139914083)|VARIABLE_SCOPE_BEGIN|[1975]|CARES_AppConstants.SERVICE_COMPONENTS_TEST|String|false|true
05:52:02.0 (140012536)|VARIABLE_SCOPE_BEGIN|[1981]|CARES_AppConstants.SERVICE_COMPONENT_ERROR_MESSAGE|String|false|true
05:52:02.0 (140108610)|VARIABLE_SCOPE_BEGIN|[2328]|CARES_AppConstants.SERVICE_COMPONENT_LOVS|List<String>|true|true
05:52:02.0 (140213590)|VARIABLE_SCOPE_BEGIN|[1980]|CARES_AppConstants.SERVICE_COMPONENT_NEW|String|false|true
05:52:02.0 (140315917)|VARIABLE_SCOPE_BEGIN|[1972]|CARES_AppConstants.SERVICE_COMPONENT_OBJECT|String|false|true
05:52:02.0 (140412754)|VARIABLE_SCOPE_BEGIN|[1976]|CARES_AppConstants.SERVICE_COMPONENT_SERVICE_CHECKSTARTDATES|String|false|true
05:52:02.0 (140493865)|VARIABLE_SCOPE_BEGIN|[1974]|CARES_AppConstants.SERVICE_COMPONENT_SERVICE_CLASS|String|false|true
05:52:02.0 (140552501)|VARIABLE_SCOPE_BEGIN|[1977]|CARES_AppConstants.SERVICE_COMPONENT_SERVICE_POPULATERELATEDFIELDS|String|false|true
05:52:02.0 (140631773)|VARIABLE_SCOPE_BEGIN|[1978]|CARES_AppConstants.SERVICE_COMPONENT_SERVICE_UPDATEFOLIO|String|false|true
05:52:02.0 (140690096)|VARIABLE_SCOPE_BEGIN|[1989]|CARES_AppConstants.SERVICE_COUNTY_OMNI|String|false|true
05:52:02.0 (140745219)|VARIABLE_SCOPE_BEGIN|[2160]|CARES_AppConstants.SERVICE_EVIDENCE_BASED_ELEMENT_OMNI|String|false|true
05:52:02.0 (140799009)|VARIABLE_SCOPE_BEGIN|[2161]|CARES_AppConstants.SERVICE_EVIDENCE_BASED_PRACTICE_SOLR|String|false|true
05:52:02.0 (140858620)|VARIABLE_SCOPE_BEGIN|[1997]|CARES_AppConstants.SERVICE_FLAG|String|false|true
05:52:02.0 (140914507)|VARIABLE_SCOPE_BEGIN|[1999]|CARES_AppConstants.SERVICE_LANGUAGES|String|false|true
05:52:02.0 (140969570)|VARIABLE_SCOPE_BEGIN|[2003]|CARES_AppConstants.SERVICE_MAXAGE_OMNI|String|false|true
05:52:02.0 (141022719)|VARIABLE_SCOPE_BEGIN|[2002]|CARES_AppConstants.SERVICE_MINAGE_OMNI|String|false|true
05:52:02.0 (141082478)|VARIABLE_SCOPE_BEGIN|[639]|CARES_AppConstants.SERVICE_NAME|String|false|true
05:52:02.0 (141149130)|VARIABLE_SCOPE_BEGIN|[2162]|CARES_AppConstants.SERVICE_NAME_DESCRIPTION_OMNI|String|false|true
05:52:02.0 (141208250)|VARIABLE_SCOPE_BEGIN|[2163]|CARES_AppConstants.SERVICE_NAME_DESCRIPTION_SOLR|String|false|true
05:52:02.0 (141265307)|VARIABLE_SCOPE_BEGIN|[1542]|CARES_AppConstants.SERVICE_NAME_EVIDENCE_BASED_PRACTICE|String|false|true
05:52:02.0 (141324820)|VARIABLE_SCOPE_BEGIN|[1987]|CARES_AppConstants.SERVICE_NAME_OMNI|String|false|true
05:52:02.0 (141389618)|VARIABLE_SCOPE_BEGIN|[1994]|CARES_AppConstants.SERVICE_OMNI|String|false|true
05:52:02.0 (141460272)|VARIABLE_SCOPE_BEGIN|[2166]|CARES_AppConstants.SERVICE_RANKING_CEBC_OMNI|String|false|true
05:52:02.0 (141521240)|VARIABLE_SCOPE_BEGIN|[2167]|CARES_AppConstants.SERVICE_RANKING_CEBC_SOLR|String|false|true
05:52:02.0 (141582400)|VARIABLE_SCOPE_BEGIN|[1543]|CARES_AppConstants.SERVICE_RANKING_CEBC_VALUE|String|false|true
05:52:02.0 (141658433)|VARIABLE_SCOPE_BEGIN|[2164]|CARES_AppConstants.SERVICE_RANKING_TITLE_IVE_OMNI|String|false|true
05:52:02.0 (141714982)|VARIABLE_SCOPE_BEGIN|[2165]|CARES_AppConstants.SERVICE_RANKING_TITLE_IVE_SOLR|String|false|true
05:52:02.0 (141775529)|VARIABLE_SCOPE_BEGIN|[1412]|CARES_AppConstants.SERVICE_TYPE|String|false|true
05:52:02.0 (141830134)|VARIABLE_SCOPE_BEGIN|[2170]|CARES_AppConstants.SERVICE_TYPE_ELEMENT_OMNI|String|false|true
05:52:02.0 (141885494)|VARIABLE_SCOPE_BEGIN|[2171]|CARES_AppConstants.SERVICE_TYPE_SOLR|String|false|true
05:52:02.0 (141942148)|VARIABLE_SCOPE_BEGIN|[1990]|CARES_AppConstants.SERVICE_ZIPCODE_OMNI|String|false|true
05:52:02.0 (142009158)|VARIABLE_SCOPE_BEGIN|[421]|CARES_AppConstants.SEVEN_DAYS|String|false|true
05:52:02.0 (142080425)|VARIABLE_SCOPE_BEGIN|[622]|CARES_AppConstants.SEVERE_NEGLECT|String|false|true
05:52:02.0 (142138512)|VARIABLE_SCOPE_BEGIN|[620]|CARES_AppConstants.SEXUAL_ABUSE|String|false|true
05:52:02.0 (142192459)|VARIABLE_SCOPE_BEGIN|[449]|CARES_AppConstants.SEX_AT_BIRTH|String|false|true
05:52:02.0 (142251030)|VARIABLE_SCOPE_BEGIN|[1052]|CARES_AppConstants.SHARE|String|false|true
05:52:02.0 (142310392)|VARIABLE_SCOPE_BEGIN|[980]|CARES_AppConstants.SHARING_RULES|String|false|true
05:52:02.0 (142367754)|VARIABLE_SCOPE_BEGIN|[2303]|CARES_AppConstants.SIBLING_OF_FOCUS_CHILD|String|false|true
05:52:02.0 (142449687)|VARIABLE_SCOPE_BEGIN|[351]|CARES_AppConstants.SIGNATURE_VERIFIED|String|false|true
05:52:02.0 (142506903)|VARIABLE_SCOPE_BEGIN|[1633]|CARES_AppConstants.SIGNER|String|false|true
05:52:02.0 (142561941)|VARIABLE_SCOPE_BEGIN|[947]|CARES_AppConstants.SINGLE_QUOTE|String|false|true
05:52:02.0 (142638793)|VARIABLE_SCOPE_BEGIN|[424]|CARES_AppConstants.SIXTYFIVE_DAYS|String|false|true
05:52:02.0 (142699439)|VARIABLE_SCOPE_BEGIN|[1717]|CARES_AppConstants.SIZE_ERROR|String|false|true
05:52:02.0 (142753724)|VARIABLE_SCOPE_BEGIN|[1652]|CARES_AppConstants.SKILLS|String|false|true
05:52:02.0 (142811623)|VARIABLE_SCOPE_BEGIN|[2499]|CARES_AppConstants.SKIN_ALLERGY_SUBTYPE1|String|false|true
05:52:02.0 (142867758)|VARIABLE_SCOPE_BEGIN|[2500]|CARES_AppConstants.SKIN_ALLERGY_SUBTYPE2|String|false|true
05:52:02.0 (142928825)|VARIABLE_SCOPE_BEGIN|[1243]|CARES_AppConstants.SOBJECTDESCRIBETEST|String|false|true
05:52:02.0 (142984116)|VARIABLE_SCOPE_BEGIN|[1890]|CARES_AppConstants.SOC826EMAILTEMPLATE|String|false|true
05:52:02.0 (143046374)|VARIABLE_SCOPE_BEGIN|[1303]|CARES_AppConstants.SOCIAL_HISTORY|String|false|true
05:52:02.0 (143104736)|VARIABLE_SCOPE_BEGIN|[1306]|CARES_AppConstants.SOCIAL_HISTORY_NARRATIVE|String|false|true
05:52:02.0 (143164305)|VARIABLE_SCOPE_BEGIN|[1307]|CARES_AppConstants.SOCIAL_HISTORY_NARRATIVE_UPDATED|String|false|true
05:52:02.0 (143220341)|VARIABLE_SCOPE_BEGIN|[1366]|CARES_AppConstants.SOCIAL_SECURITY_NO_NEW|String|false|true
05:52:02.0 (143275825)|VARIABLE_SCOPE_BEGIN|[1365]|CARES_AppConstants.SOCIAL_SECURITY_NO_OLD|String|false|true
05:52:02.0 (143331990)|VARIABLE_SCOPE_BEGIN|[643]|CARES_AppConstants.SOC_832_FORM_GENERATION|String|false|true
05:52:02.0 (143390655)|VARIABLE_SCOPE_BEGIN|[644]|CARES_AppConstants.SOC_833_FORM_GENERATION|String|false|true
05:52:02.0 (143444903)|VARIABLE_SCOPE_BEGIN|[645]|CARES_AppConstants.SOC_834_FORM_GENERATION|String|false|true
05:52:02.0 (143499828)|VARIABLE_SCOPE_BEGIN|[647]|CARES_AppConstants.SOC_BCIA_8583_FORM_GENERATION|String|false|true
05:52:02.0 (143561561)|VARIABLE_SCOPE_BEGIN|[2451]|CARES_AppConstants.SOURCE_MANUAL|String|false|true
05:52:02.0 (143641607)|VARIABLE_SCOPE_BEGIN|[1315]|CARES_AppConstants.SOURCE_OF_INFORMATION|String|false|true
05:52:02.0 (143715403)|VARIABLE_SCOPE_BEGIN|[1318]|CARES_AppConstants.SOURCE_RELATIONSHIP_YOUTH|String|false|true
05:52:02.0 (143774981)|VARIABLE_SCOPE_BEGIN|[2452]|CARES_AppConstants.SOURCE_SYSTEM_GENERATED|String|false|true
05:52:02.0 (143834621)|VARIABLE_SCOPE_BEGIN|[1127]|CARES_AppConstants.SPACE|String|false|true
05:52:02.0 (143891992)|VARIABLE_SCOPE_BEGIN|[1593]|CARES_AppConstants.SPECIALIZATION|String|false|true
05:52:02.0 (143950227)|VARIABLE_SCOPE_BEGIN|[1590]|CARES_AppConstants.SPL_TYPE_MAX_AGE|String|false|true
05:52:02.0 (144005701)|VARIABLE_SCOPE_BEGIN|[1744]|CARES_AppConstants.SPOKEN_LANGUAGES|String|false|true
05:52:02.0 (144064287)|VARIABLE_SCOPE_BEGIN|[866]|CARES_AppConstants.SSB_HOSPITAL_ADDRESS_LINE_1|String|false|true
05:52:02.0 (144119793)|VARIABLE_SCOPE_BEGIN|[867]|CARES_AppConstants.SSB_HOSPITAL_ADDRESS_LINE_2|String|false|true
05:52:02.0 (144176731)|VARIABLE_SCOPE_BEGIN|[868]|CARES_AppConstants.SSB_HOSPITAL_CITY|String|false|true
05:52:02.0 (144236268)|VARIABLE_SCOPE_BEGIN|[871]|CARES_AppConstants.SSB_HOSPITAL_COUNTY|String|false|true
05:52:02.0 (144299961)|VARIABLE_SCOPE_BEGIN|[869]|CARES_AppConstants.SSB_HOSPITAL_STATE|String|false|true
05:52:02.0 (144357762)|VARIABLE_SCOPE_BEGIN|[870]|CARES_AppConstants.SSB_HOSPITAL_ZIP_CODE|String|false|true
05:52:02.0 (144414770)|VARIABLE_SCOPE_BEGIN|[873]|CARES_AppConstants.SSB_SITE_ADDRESS_LINE_1|String|false|true
05:52:02.0 (144475802)|VARIABLE_SCOPE_BEGIN|[874]|CARES_AppConstants.SSB_SITE_ADDRESS_LINE_2|String|false|true
05:52:02.0 (144533118)|VARIABLE_SCOPE_BEGIN|[875]|CARES_AppConstants.SSB_SITE_CITY|String|false|true
05:52:02.0 (144591160)|VARIABLE_SCOPE_BEGIN|[878]|CARES_AppConstants.SSB_SITE_COUNTY|String|false|true
05:52:02.0 (144672419)|VARIABLE_SCOPE_BEGIN|[876]|CARES_AppConstants.SSB_SITE_STATE|String|false|true
05:52:02.0 (144734633)|VARIABLE_SCOPE_BEGIN|[877]|CARES_AppConstants.SSB_SITE_ZIP_CODE|String|false|true
05:52:02.0 (144792927)|VARIABLE_SCOPE_BEGIN|[1459]|CARES_AppConstants.STACKTRACKSTRING|String|false|true
05:52:02.0 (144853499)|VARIABLE_SCOPE_BEGIN|[2207]|CARES_AppConstants.STAFF_USERNAME_COURT_CASE|String|false|true
05:52:02.0 (144912683)|VARIABLE_SCOPE_BEGIN|[1177]|CARES_AppConstants.STANDARD_USER|String|false|true
05:52:02.0 (144975407)|VARIABLE_SCOPE_BEGIN|[527]|CARES_AppConstants.STARTING_TAG|String|false|true
05:52:02.0 (145033246)|VARIABLE_SCOPE_BEGIN|[1649]|CARES_AppConstants.START_DATE|String|false|true
05:52:02.0 (145090166)|VARIABLE_SCOPE_BEGIN|[1428]|CARES_AppConstants.STATE|String|false|true
05:52:02.0 (145150778)|VARIABLE_SCOPE_BEGIN|[1440]|CARES_AppConstants.STATESTR|String|false|true
05:52:02.0 (145213685)|VARIABLE_SCOPE_BEGIN|[1426]|CARES_AppConstants.STATE_ABBREVIATION|String|false|true
05:52:02.0 (145270518)|VARIABLE_SCOPE_BEGIN|[1442]|CARES_AppConstants.STATE_ABBR_CA|String|false|true
05:52:02.0 (145325687)|VARIABLE_SCOPE_BEGIN|[1145]|CARES_AppConstants.STATE_ADMINISTRATOR_PERMISSION_SET|String|false|true
05:52:02.0 (145382359)|VARIABLE_SCOPE_BEGIN|[1555]|CARES_AppConstants.STATE_CD|String|false|true
05:52:02.0 (145444466)|VARIABLE_SCOPE_BEGIN|[1421]|CARES_AppConstants.STATE_NAME|String|false|true
05:52:02.0 (145502942)|VARIABLE_SCOPE_BEGIN|[471]|CARES_AppConstants.STATUS|String|false|true
05:52:02.0 (145560677)|VARIABLE_SCOPE_BEGIN|[1132]|CARES_AppConstants.STATUS_ACTIVE|String|false|true
05:52:02.0 (145641869)|VARIABLE_SCOPE_BEGIN|[629]|CARES_AppConstants.STATUS_CODE_SUCCESS|Integer|false|true
05:52:02.0 (145702568)|VARIABLE_SCOPE_BEGIN|[612]|CARES_AppConstants.STATUS_COMPLETED|String|false|true
05:52:02.0 (145762251)|VARIABLE_SCOPE_BEGIN|[1133]|CARES_AppConstants.STATUS_INACTIVE|String|false|true
05:52:02.0 (145820558)|VARIABLE_SCOPE_BEGIN|[607]|CARES_AppConstants.STATUS_INCOMPLETE|String|false|true
05:52:02.0 (145882923)|VARIABLE_SCOPE_BEGIN|[1447]|CARES_AppConstants.STATUS_NARRATIVE|String|false|true
05:52:02.0 (145940246)|VARIABLE_SCOPE_BEGIN|[2355]|CARES_AppConstants.STATUS_NEW|String|false|true
05:52:02.0 (145999285)|VARIABLE_SCOPE_BEGIN|[604]|CARES_AppConstants.STATUS_READY_TO_SEND|String|false|true
05:52:02.0 (146056042)|VARIABLE_SCOPE_BEGIN|[569]|CARES_AppConstants.STATUS_RESOLVED|String|false|true
05:52:02.0 (146117999)|VARIABLE_SCOPE_BEGIN|[608]|CARES_AppConstants.STATUS_SENT|String|false|true
05:52:02.0 (146175471)|VARIABLE_SCOPE_BEGIN|[568]|CARES_AppConstants.STATUS_SUBMITTED|String|false|true
05:52:02.0 (146233988)|VARIABLE_SCOPE_BEGIN|[1304]|CARES_AppConstants.STATUS_VALUE|String|false|true
05:52:02.0 (146308702)|VARIABLE_SCOPE_BEGIN|[1310]|CARES_AppConstants.STATUS_VALUE_FINAL|String|false|true
05:52:02.0 (146394794)|VARIABLE_SCOPE_BEGIN|[1305]|CARES_AppConstants.STATUS_VALUE_UPDATED|String|false|true
05:52:02.0 (146463318)|VARIABLE_SCOPE_BEGIN|[1772]|CARES_AppConstants.STEPPER_MAP|String|false|true
05:52:02.0 (146532725)|VARIABLE_SCOPE_BEGIN|[1662]|CARES_AppConstants.STEPS_TAKEN_TO_MITIGATE_PLACEMENT_RISK|String|false|true
05:52:02.0 (146597728)|VARIABLE_SCOPE_BEGIN|[1438]|CARES_AppConstants.STREET2STR|String|false|true
05:52:02.0 (146684101)|VARIABLE_SCOPE_BEGIN|[1437]|CARES_AppConstants.STREETSTR|String|false|true
05:52:02.0 (146745742)|VARIABLE_SCOPE_BEGIN|[1431]|CARES_AppConstants.STREET_LINE|String|false|true
05:52:02.0 (146803192)|VARIABLE_SCOPE_BEGIN|[1423]|CARES_AppConstants.STREET_NAME|String|false|true
05:52:02.0 (146865611)|VARIABLE_SCOPE_BEGIN|[1424]|CARES_AppConstants.STREET_SUFFIX|String|false|true
05:52:02.0 (146925931)|VARIABLE_SCOPE_BEGIN|[1114]|CARES_AppConstants.STRING_FALSE|String|false|true
05:52:02.0 (146985151)|VARIABLE_SCOPE_BEGIN|[1546]|CARES_AppConstants.STRING_SPLIT_CHARACTER|String|false|true
05:52:02.0 (147043898)|VARIABLE_SCOPE_BEGIN|[1113]|CARES_AppConstants.STRING_TRUE|String|false|true
05:52:02.0 (147104883)|VARIABLE_SCOPE_BEGIN|[1800]|CARES_AppConstants.STRTP|String|false|true
05:52:02.0 (147163352)|VARIABLE_SCOPE_BEGIN|[1835]|CARES_AppConstants.STRTP_CHILD_REMINDER_DUE_IN_DAYS|String|false|true
05:52:02.0 (147221379)|VARIABLE_SCOPE_BEGIN|[1834]|CARES_AppConstants.STRTP_CHILD_TASK_DUE_IN_DAYS|String|false|true
05:52:02.0 (147312873)|VARIABLE_SCOPE_BEGIN|[1812]|CARES_AppConstants.STRTP_PLACEMENT_DENIED|String|false|true
05:52:02.0 (147381055)|VARIABLE_SCOPE_BEGIN|[2294]|CARES_AppConstants.STRTP_PLACEMENT_OPTION|String|false|true
05:52:02.0 (147441124)|VARIABLE_SCOPE_BEGIN|[2293]|CARES_AppConstants.STRTP_RECORDTYPE|String|false|true
05:52:02.0 (147501767)|VARIABLE_SCOPE_BEGIN|[1708]|CARES_AppConstants.STRTP_TASK_SUBJECT|String|false|true
05:52:02.0 (147563010)|VARIABLE_SCOPE_BEGIN|[1059]|CARES_AppConstants.STR_00G|String|false|true
05:52:02.0 (147664944)|VARIABLE_SCOPE_BEGIN|[2503]|CARES_AppConstants.SUBSTANCES|String|false|true
05:52:02.0 (147730042)|VARIABLE_SCOPE_BEGIN|[287]|CARES_AppConstants.SUBSTANTIATED_ALLEGATIONS_AND_SUBTYPES|String|false|true
05:52:02.0 (147804406)|VARIABLE_SCOPE_BEGIN|[653]|CARES_AppConstants.SUCCESS|String|false|true
05:52:02.0 (147876150)|VARIABLE_SCOPE_BEGIN|[1469]|CARES_AppConstants.SUCCESSMESSAGE|String|false|true
05:52:02.0 (147938009)|VARIABLE_SCOPE_BEGIN|[2071]|CARES_AppConstants.SUCCESSOR_GUARDIAN_ERROR|String|false|true
05:52:02.0 (147997014)|VARIABLE_SCOPE_BEGIN|[2072]|CARES_AppConstants.SUCCESSOR_GUARDIAN_REMOVED_ERROR|String|false|true
05:52:02.0 (148057535)|VARIABLE_SCOPE_BEGIN|[2070]|CARES_AppConstants.SUCCESSOR_GUARDIAN_ROLE|String|false|true
05:52:02.0 (148122207)|VARIABLE_SCOPE_BEGIN|[1430]|CARES_AppConstants.SUGGESTIONS|String|false|true
05:52:02.0 (148185889)|VARIABLE_SCOPE_BEGIN|[1811]|CARES_AppConstants.SUITABLE_PLACEMENT_TASK_SUBJECT|String|false|true
05:52:02.0 (148244562)|VARIABLE_SCOPE_BEGIN|[2408]|CARES_AppConstants.SUNDAY|String|false|true
05:52:02.0 (148304989)|VARIABLE_SCOPE_BEGIN|[1317]|CARES_AppConstants.SUPERVISING_TEACHER_COACH|String|false|true
05:52:02.0 (148370502)|VARIABLE_SCOPE_BEGIN|[1805]|CARES_AppConstants.SUPERVISORPSG|List<String>|true|true
05:52:02.0 (148444779)|VARIABLE_SCOPE_BEGIN|[1118]|CARES_AppConstants.SUPERVISOR_ERROR|String|false|true
05:52:02.0 (149237071)|VARIABLE_SCOPE_BEGIN|[1238]|CARES_AppConstants.SUPERVISOR_PSA_ERROR|String|false|true
05:52:02.0 (149318926)|VARIABLE_SCOPE_BEGIN|[1257]|CARES_AppConstants.SUPPORT_ACTIVITES|String|false|true
05:52:02.0 (149395659)|VARIABLE_SCOPE_BEGIN|[519]|CARES_AppConstants.SYSTEM_ADMINISTRATOR|String|false|true
05:52:02.0 (149472111)|VARIABLE_SCOPE_BEGIN|[1478]|CARES_AppConstants.SYSTEM_ADMINISTRATOR_STRING|String|false|true
05:52:02.0 (149549461)|VARIABLE_SCOPE_BEGIN|[1709]|CARES_AppConstants.SYSTEM_GEN_TASK_SOURCE|String|false|true
05:52:02.0 (149660177)|VARIABLE_SCOPE_BEGIN|[1405]|CARES_AppConstants.SYS_ADMIN_STRING|String|false|true
05:52:02.0 (149757538)|VARIABLE_SCOPE_BEGIN|[988]|CARES_AppConstants.TARGET_ID|String|false|true
05:52:02.0 (149841815)|VARIABLE_SCOPE_BEGIN|[989]|CARES_AppConstants.TARGET_NAME|String|false|true
05:52:02.0 (149908454)|VARIABLE_SCOPE_BEGIN|[2100]|CARES_AppConstants.TASK_ARRANGEVISITATION|String|false|true
05:52:02.0 (149985466)|VARIABLE_SCOPE_BEGIN|[2450]|CARES_AppConstants.TASK_ASSIGNEE_ERROR_MESSAGE|String|false|true
05:52:02.0 (150051081)|VARIABLE_SCOPE_BEGIN|[2098]|CARES_AppConstants.TASK_DISCUSSGUARDIAN_WITHCHILD|String|false|true
05:52:02.0 (150122612)|VARIABLE_SCOPE_BEGIN|[2101]|CARES_AppConstants.TASK_DISCUSSGUARDIAN_WITHTRIBE|String|false|true
05:52:02.0 (150186835)|VARIABLE_SCOPE_BEGIN|[2103]|CARES_AppConstants.TASK_GUARDIANSHIPPAYMENT|String|false|true
05:52:02.0 (150261496)|VARIABLE_SCOPE_BEGIN|[1940]|CARES_AppConstants.TASK_OBJECT|String|false|true
05:52:02.0 (150321425)|VARIABLE_SCOPE_BEGIN|[1941]|CARES_AppConstants.TASK_PRESUMPTIVE_FILLING_RECORDTYPE|String|false|true
05:52:02.0 (150410652)|VARIABLE_SCOPE_BEGIN|[1710]|CARES_AppConstants.TASK_PROIRITY|String|false|true
05:52:02.0 (150477375)|VARIABLE_SCOPE_BEGIN|[1915]|CARES_AppConstants.TASK_PROIRITY_MEDIUM|String|false|true
05:52:02.0 (150543478)|VARIABLE_SCOPE_BEGIN|[2104]|CARES_AppConstants.TASK_REVIEWCASEDETS|String|false|true
05:52:02.0 (150654170)|VARIABLE_SCOPE_BEGIN|[2102]|CARES_AppConstants.TASK_SERVICECOMPONENT|String|false|true
05:52:02.0 (150729951)|VARIABLE_SCOPE_BEGIN|[1916]|CARES_AppConstants.TASK_STATUS_IN_PROGRESS|String|false|true
05:52:02.0 (150800661)|VARIABLE_SCOPE_BEGIN|[272]|CARES_AppConstants.TASK_STATUS_OPEN|String|false|true
05:52:02.0 (150877319)|VARIABLE_SCOPE_BEGIN|[2335]|CARES_AppConstants.TASK_SUBJECT_END_REMOVAL_EPISODE|String|false|true
05:52:02.0 (150938252)|VARIABLE_SCOPE_BEGIN|[1955]|CARES_AppConstants.TASK_SUBJECT_PRESUMPTIVE_COMPLETION|String|false|true
05:52:02.0 (151010383)|VARIABLE_SCOPE_BEGIN|[2372]|CARES_AppConstants.TASK_SUBJECT_REMOVAL_EPISODE|String|false|true
05:52:02.0 (151081922)|VARIABLE_SCOPE_BEGIN|[554]|CARES_AppConstants.TASK_SUBJECT_SHARE_COMPLAINT|String|false|true
05:52:02.0 (151155451)|VARIABLE_SCOPE_BEGIN|[1942]|CARES_AppConstants.TASK_SUBJECT_WAIVER_REQUEST|String|false|true
05:52:02.0 (151224746)|VARIABLE_SCOPE_BEGIN|[2453]|CARES_AppConstants.TASK_TRIGGER_HELPER_SERVICE_CLASS|String|false|true
05:52:02.0 (151288244)|VARIABLE_SCOPE_BEGIN|[2099]|CARES_AppConstants.TASK_TYPE_GUARDIANSHIP|String|false|true
05:52:02.0 (151354856)|VARIABLE_SCOPE_BEGIN|[2400]|CARES_AppConstants.TASK_UPDATE_CASE_TYPE|String|false|true
05:52:02.0 (151428506)|VARIABLE_SCOPE_BEGIN|[2480]|CARES_AppConstants.TB_TEST|String|false|true
05:52:02.0 (151503031)|VARIABLE_SCOPE_BEGIN|[2225]|CARES_AppConstants.TEAM_MEETING_ID_ERROR|String|false|true
05:52:02.0 (151577835)|VARIABLE_SCOPE_BEGIN|[1696]|CARES_AppConstants.TEAM_MEETING_MODULE_MILESTONE_9|String|false|true
05:52:02.0 (151673978)|VARIABLE_SCOPE_BEGIN|[1695]|CARES_AppConstants.TEAM_MEETING_OBJECT|String|false|true
05:52:02.0 (151754139)|VARIABLE_SCOPE_BEGIN|[2130]|CARES_AppConstants.TEAM_MEETING_STATUS_FOR_ATTENDEE_PERCENT|List<String>|true|true
05:52:02.0 (151830797)|VARIABLE_SCOPE_BEGIN|[362]|CARES_AppConstants.TELEPHONE_NUMBER|String|false|true
05:52:02.0 (151898566)|VARIABLE_SCOPE_BEGIN|[1622]|CARES_AppConstants.TEMPLATEID|String|false|true
05:52:02.0 (151968340)|VARIABLE_SCOPE_BEGIN|[626]|CARES_AppConstants.TEMPORARY_BODY|String|false|true
05:52:02.0 (152031193)|VARIABLE_SCOPE_BEGIN|[1764]|CARES_AppConstants.TEMPORARY_EMERGENCY_PLACEMENT|String|false|true
05:52:02.0 (152095909)|VARIABLE_SCOPE_BEGIN|[749]|CARES_AppConstants.TEN_DAY|String|false|true
05:52:02.0 (152177324)|VARIABLE_SCOPE_BEGIN|[420]|CARES_AppConstants.TEN_DAYS|String|false|true
05:52:02.0 (152254537)|VARIABLE_SCOPE_BEGIN|[496]|CARES_AppConstants.TERMINATED_BY_ATTENDEE|String|false|true
05:52:02.0 (152328838)|VARIABLE_SCOPE_BEGIN|[2215]|CARES_AppConstants.TERMINATED_BY_WORKER|String|false|true
05:52:02.0 (152394348)|VARIABLE_SCOPE_BEGIN|[298]|CARES_AppConstants.TESTING_CATCH_BLOCK|String|false|true
05:52:02.0 (152458630)|VARIABLE_SCOPE_BEGIN|[1288]|CARES_AppConstants.TEST_ADDRESS_LINE_1|String|false|true
05:52:02.0 (152522563)|VARIABLE_SCOPE_BEGIN|[1285]|CARES_AppConstants.TEST_CITY|String|false|true
05:52:02.0 (152583917)|VARIABLE_SCOPE_BEGIN|[1481]|CARES_AppConstants.TEST_CREATE_ERROR_EXCEPTION_STRING|String|false|true
05:52:02.0 (152669390)|VARIABLE_SCOPE_BEGIN|[1247]|CARES_AppConstants.TEST_DEGREE_VALUE|String|false|true
05:52:02.0 (152736681)|VARIABLE_SCOPE_BEGIN|[1289]|CARES_AppConstants.TEST_EDUCATION_RIGHTS_HOLDER|String|false|true
05:52:02.0 (152800346)|VARIABLE_SCOPE_BEGIN|[1290]|CARES_AppConstants.TEST_EMAIL|String|false|true
05:52:02.0 (152867881)|VARIABLE_SCOPE_BEGIN|[1255]|CARES_AppConstants.TEST_FIRST_NAME|String|false|true
05:52:02.0 (152946201)|VARIABLE_SCOPE_BEGIN|[1256]|CARES_AppConstants.TEST_LAST_NAME|String|false|true
05:52:02.0 (153021003)|VARIABLE_SCOPE_BEGIN|[1316]|CARES_AppConstants.TEST_NARRATIVE|String|false|true
