61.0 APEX_CODE,FINEST;APEX_PROFILING,FINEST;CALLOUT,FINEST;DB,FINEST;NBA,INFO;SYSTEM,FINE;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,FINER
00:39:12.0 (79911989)|VARIABLE_SCOPE_BEGIN|[2064]|CARES_AppConstants.PLANNED_VISITOR_RECTYPE|String|false|true
00:39:12.0 (79960116)|VARIABLE_SCOPE_BEGIN|[2510]|CARES_AppConstants.PLAN_OBJECT|String|false|true
00:39:12.0 (80006509)|VARIABLE_SCOPE_BEGIN|[1721]|CARES_AppConstants.PLCMNT_ADDRESS_SOLR|String|false|true
00:39:12.0 (80058356)|VARIABLE_SCOPE_BEGIN|[1752]|CARES_AppConstants.PLCMNT_SPECL_OMNI|String|false|true
00:39:12.0 (80106565)|VARIABLE_SCOPE_BEGIN|[1731]|CARES_AppConstants.PLCMNT_SPEC_SOLR|String|false|true
00:39:12.0 (80152913)|VARIABLE_SCOPE_BEGIN|[1759]|CARES_AppConstants.PLCMNT_ZIPCODE_OMNI|String|false|true
00:39:12.0 (80201809)|VARIABLE_SCOPE_BEGIN|[2418]|CARES_AppConstants.PLUS_SIGN|String|false|true
00:39:12.0 (80253084)|VARIABLE_SCOPE_BEGIN|[1498]|CARES_AppConstants.POPULATE_MAP|String|false|true
00:39:12.0 (80305580)|VARIABLE_SCOPE_BEGIN|[1499]|CARES_AppConstants.POPULATE_MAP_2|String|false|true
00:39:12.0 (80356222)|VARIABLE_SCOPE_BEGIN|[1254]|CARES_AppConstants.POST_SECONDARY_EDUCATION_SUPPORT_PERSON|String|false|true
00:39:12.0 (80407851)|VARIABLE_SCOPE_BEGIN|[1848]|CARES_AppConstants.POTENTIAL_CONNECTION|String|false|true
00:39:12.0 (80456182)|VARIABLE_SCOPE_BEGIN|[1671]|CARES_AppConstants.POTENTIAL_PLACEMENT_OPTION_CONTACT_PURPOSE|String|false|true
00:39:12.0 (80505098)|VARIABLE_SCOPE_BEGIN|[1673]|CARES_AppConstants.PO_DETERMINATION_STATUS_DECLINED|String|false|true
00:39:12.0 (80551003)|VARIABLE_SCOPE_BEGIN|[1674]|CARES_AppConstants.PO_DETERMINATION_STATUS_OPEN_TO_FUTURE_PLACEMENT|String|false|true
00:39:12.0 (80600139)|VARIABLE_SCOPE_BEGIN|[1672]|CARES_AppConstants.PO_DETERMINATION_STATUS_OPTION_WILLING_TO_ACCEPT|String|false|true
00:39:12.0 (80648799)|VARIABLE_SCOPE_BEGIN|[1711]|CARES_AppConstants.PO_PLACEMENT_TYPE_STRTP|String|false|true
00:39:12.0 (80697834)|VARIABLE_SCOPE_BEGIN|[1675]|CARES_AppConstants.PO_REASON_HOME_IS_UNSAFE|String|false|true
00:39:12.0 (80765217)|VARIABLE_SCOPE_BEGIN|[2485]|CARES_AppConstants.PREGNANCY_END_REASON|String|false|true
00:39:12.0 (80814315)|VARIABLE_SCOPE_BEGIN|[1937]|CARES_AppConstants.PRESUMPTIVE_TRANSFER_FILING_OBJECT|String|false|true
00:39:12.0 (80863418)|VARIABLE_SCOPE_BEGIN|[1923]|CARES_AppConstants.PRESUMPTIVE_TRANSFER_OBJECT|String|false|true
00:39:12.0 (80912227)|VARIABLE_SCOPE_BEGIN|[738]|CARES_AppConstants.PREVENT_APPROVED_DELETION|String|false|true
00:39:12.0 (80958856)|VARIABLE_SCOPE_BEGIN|[1500]|CARES_AppConstants.PREVENT_DELETION_END_DATED_ADDRESS|String|false|true
00:39:12.0 (81007182)|VARIABLE_SCOPE_BEGIN|[1497]|CARES_AppConstants.PREVENT_RESIDENCE_2_ADDRESS_TYPE|String|false|true
00:39:12.0 (81054812)|VARIABLE_SCOPE_BEGIN|[1502]|CARES_AppConstants.PREVENT_RESIDENCE_2_ADDRESS_TYPE_UPDATE|String|false|true
00:39:12.0 (81102925)|VARIABLE_SCOPE_BEGIN|[1501]|CARES_AppConstants.PREVENT_UPDATE_RESIDENCE_TYPE|String|false|true
00:39:12.0 (81152911)|VARIABLE_SCOPE_BEGIN|[384]|CARES_AppConstants.PREVIOUS_DOMESTIC_PARTNERSHIP|String|false|true
00:39:12.0 (81200012)|VARIABLE_SCOPE_BEGIN|[391]|CARES_AppConstants.PREVIOUS_DOMESTIC_PARTNERSHIP_NUMBER|String|false|true
00:39:12.0 (81247800)|VARIABLE_SCOPE_BEGIN|[1391]|CARES_AppConstants.PRE_APPROVAL_TRAINING|String|false|true
00:39:12.0 (81296742)|VARIABLE_SCOPE_BEGIN|[974]|CARES_AppConstants.PRIMARY|String|false|true
00:39:12.0 (81346282)|VARIABLE_SCOPE_BEGIN|[376]|CARES_AppConstants.PRIMARY_APPLICANT|String|false|true
00:39:12.0 (81398277)|VARIABLE_SCOPE_BEGIN|[1422]|CARES_AppConstants.PRIMARY_NUMBER|String|false|true
00:39:12.0 (81452810)|VARIABLE_SCOPE_BEGIN|[1237]|CARES_AppConstants.PRIMARY_UNIT_ERROR|String|false|true
00:39:12.0 (81505160)|VARIABLE_SCOPE_BEGIN|[1176]|CARES_AppConstants.PRIMARY_WORKER_LOOKUP|String|false|true
00:39:12.0 (81558823)|VARIABLE_SCOPE_BEGIN|[571]|CARES_AppConstants.PRIORITY_INVALID|String|false|true
00:39:12.0 (82049638)|VARIABLE_SCOPE_BEGIN|[570]|CARES_AppConstants.PRIORITY_LOW|String|false|true
00:39:12.0 (82122063)|VARIABLE_SCOPE_BEGIN|[1827]|CARES_AppConstants.PRIOR_ADOPTION|String|false|true
00:39:12.0 (82176072)|VARIABLE_SCOPE_BEGIN|[1251]|CARES_AppConstants.PRIOR_ADOPTION_AND_GUARDIANSHIP|String|false|true
00:39:12.0 (82226189)|VARIABLE_SCOPE_BEGIN|[1207]|CARES_AppConstants.PRIOR_ADOPTION_EXISTS|String|false|true
00:39:12.0 (82277588)|VARIABLE_SCOPE_BEGIN|[1828]|CARES_AppConstants.PRIOR_GUARDIANSHIP|String|false|true
00:39:12.0 (82342805)|VARIABLE_SCOPE_BEGIN|[1829]|CARES_AppConstants.PRIOR_GUARDIANSHIP_EXISTS|String|false|true
00:39:12.0 (82396978)|VARIABLE_SCOPE_BEGIN|[1774]|CARES_AppConstants.PROCESSCHILDSENSIRECORDS|String|false|true
00:39:12.0 (82446758)|VARIABLE_SCOPE_BEGIN|[764]|CARES_AppConstants.PROCESS_ALLEGATION_RECORD|String|false|true
00:39:12.0 (82496838)|VARIABLE_SCOPE_BEGIN|[765]|CARES_AppConstants.PROCESS_ALLEGATION_SAVE|String|false|true
00:39:12.0 (82546454)|VARIABLE_SCOPE_BEGIN|[766]|CARES_AppConstants.PROCESS_ALLEGATION_UPDATE|String|false|true
00:39:12.0 (82596992)|VARIABLE_SCOPE_BEGIN|[914]|CARES_AppConstants.PROCESS_SCREENINGPERSON_RECORD|String|false|true
00:39:12.0 (82646021)|VARIABLE_SCOPE_BEGIN|[805]|CARES_AppConstants.PROCESS_SCREENING_RECORD|String|false|true
00:39:12.0 (82699645)|VARIABLE_SCOPE_BEGIN|[2150]|CARES_AppConstants.PROGRESS_REPORTS_FAX_REQUEST_METHOD|String|false|true
00:39:12.0 (82767511)|VARIABLE_SCOPE_BEGIN|[2148]|CARES_AppConstants.PROGRESS_REPORTS_OBJECT|String|false|true
00:39:12.0 (82817982)|VARIABLE_SCOPE_BEGIN|[2149]|CARES_AppConstants.PROGRESS_REPORTS_PENDING_STATUS|String|false|true
00:39:12.0 (82871962)|VARIABLE_SCOPE_BEGIN|[1012]|CARES_AppConstants.PROPERTIES|String|false|true
00:39:12.0 (82926901)|VARIABLE_SCOPE_BEGIN|[2067]|CARES_AppConstants.PROSPECTIVE_GUARDIAN_ERROR|String|false|true
00:39:12.0 (82978679)|VARIABLE_SCOPE_BEGIN|[2066]|CARES_AppConstants.PROSPECTIVE_LEGAL_GUARDIAN_ROLE|String|false|true
00:39:12.0 (83031608)|VARIABLE_SCOPE_BEGIN|[1856]|CARES_AppConstants.PROVIDERID|String|false|true
00:39:12.0 (83084384)|VARIABLE_SCOPE_BEGIN|[1571]|CARES_AppConstants.PROVIDER_ADDRESS_OBJECT|String|false|true
00:39:12.0 (83135964)|VARIABLE_SCOPE_BEGIN|[1587]|CARES_AppConstants.PROVIDER_LOCATION_REC_TYPE_API|String|false|true
00:39:12.0 (83186682)|VARIABLE_SCOPE_BEGIN|[2172]|CARES_AppConstants.PROVIDER_ORG_REC_TYPE|String|false|true
00:39:12.0 (83239897)|VARIABLE_SCOPE_BEGIN|[1991]|CARES_AppConstants.PROVIDER_TYPE_OMNI|String|false|true
00:39:12.0 (83295181)|VARIABLE_SCOPE_BEGIN|[573]|CARES_AppConstants.PSS_PERMISSION_SET|String|false|true
00:39:12.0 (83347893)|VARIABLE_SCOPE_BEGIN|[2483]|CARES_AppConstants.PSYCHOTROPIC_MEDICATION|String|false|true
00:39:12.0 (83401923)|VARIABLE_SCOPE_BEGIN|[2360]|CARES_AppConstants.PUBLICCOMPLAINT_LINK|String|false|true
00:39:12.0 (83453295)|VARIABLE_SCOPE_BEGIN|[2361]|CARES_AppConstants.PUBLICCOMPLAINT_NAME|String|false|true
00:39:12.0 (83503921)|VARIABLE_SCOPE_BEGIN|[565]|CARES_AppConstants.PUBLIC_COMPLAINT_OBJ|String|false|true
00:39:12.0 (83556488)|VARIABLE_SCOPE_BEGIN|[1813]|CARES_AppConstants.QI_ASESSMENT_DISAPPROVES|String|false|true
00:39:12.0 (83610101)|VARIABLE_SCOPE_BEGIN|[1840]|CARES_AppConstants.QI_FLAG_FIELD|String|false|true
00:39:12.0 (83664316)|VARIABLE_SCOPE_BEGIN|[1465]|CARES_AppConstants.QUERIESALLOWED|String|false|true
00:39:12.0 (83731441)|VARIABLE_SCOPE_BEGIN|[1561]|CARES_AppConstants.QUERYSTR|String|false|true
00:39:12.0 (83785794)|VARIABLE_SCOPE_BEGIN|[1679]|CARES_AppConstants.QUERY_SELECT_ID|String|false|true
00:39:12.0 (83840085)|VARIABLE_SCOPE_BEGIN|[331]|CARES_AppConstants.QUEUE|String|false|true
00:39:12.0 (83891261)|VARIABLE_SCOPE_BEGIN|[950]|CARES_AppConstants.QUOTE|String|false|true
00:39:12.0 (83941278)|VARIABLE_SCOPE_BEGIN|[1330]|CARES_AppConstants.RACE|String|false|true
00:39:12.0 (83990803)|VARIABLE_SCOPE_BEGIN|[346]|CARES_AppConstants.RACE_ETHNICITY_UNABLE_TO_DETERMINE|String|false|true
00:39:12.0 (84043168)|VARIABLE_SCOPE_BEGIN|[1453]|CARES_AppConstants.RACE_VALUE|String|false|true
00:39:12.0 (84096581)|VARIABLE_SCOPE_BEGIN|[299]|CARES_AppConstants.RANDOM_STRING1|String|false|true
00:39:12.0 (84147751)|VARIABLE_SCOPE_BEGIN|[300]|CARES_AppConstants.RANDOM_STRING2|String|false|true
00:39:12.0 (84199319)|VARIABLE_SCOPE_BEGIN|[301]|CARES_AppConstants.RANDOM_STRING3|String|false|true
00:39:12.0 (84252131)|VARIABLE_SCOPE_BEGIN|[1528]|CARES_AppConstants.RANGE|String|false|true
00:39:12.0 (84307916)|VARIABLE_SCOPE_BEGIN|[2436]|CARES_AppConstants.RATE_API_NAME|String|false|true
00:39:12.0 (84366094)|VARIABLE_SCOPE_BEGIN|[1446]|CARES_AppConstants.RATIONALE|String|false|true
00:39:12.0 (84424436)|VARIABLE_SCOPE_BEGIN|[993]|CARES_AppConstants.READ_ACCESS|String|false|true
00:39:12.0 (84478635)|VARIABLE_SCOPE_BEGIN|[1164]|CARES_AppConstants.REASON_FOR_CALL|String|false|true
00:39:12.0 (84533143)|VARIABLE_SCOPE_BEGIN|[1215]|CARES_AppConstants.REASON_FOR_END_DATE|String|false|true
00:39:12.0 (84588690)|VARIABLE_SCOPE_BEGIN|[1138]|CARES_AppConstants.REASON_FOR_END_DATE_VALUE|String|false|true
00:39:12.0 (84640564)|VARIABLE_SCOPE_BEGIN|[2301]|CARES_AppConstants.REASON_FOR_NOT_ATTENDING_PICKLIST_VALUE|String|false|true
00:39:12.0 (84690852)|VARIABLE_SCOPE_BEGIN|[2308]|CARES_AppConstants.REASON_FOR_NOT_ATTENDING_PICKLIST_VALUE_DECEASED|String|false|true
00:39:12.0 (84761248)|VARIABLE_SCOPE_BEGIN|[1801]|CARES_AppConstants.REASON_FOR_REMOVAL|String|false|true
00:39:12.0 (84815939)|VARIABLE_SCOPE_BEGIN|[1600]|CARES_AppConstants.REASON_PLACEMENT|String|false|true
00:39:12.0 (84870561)|VARIABLE_SCOPE_BEGIN|[1325]|CARES_AppConstants.REASON_REMOVAL|String|false|true
00:39:12.0 (84923171)|VARIABLE_SCOPE_BEGIN|[625]|CARES_AppConstants.RECALLED|String|false|true
00:39:12.0 (84979954)|VARIABLE_SCOPE_BEGIN|[352]|CARES_AppConstants.RECEIVED_DATE|String|false|true
00:39:12.0 (85034994)|VARIABLE_SCOPE_BEGIN|[1630]|CARES_AppConstants.RECIPIENTID|String|false|true
00:39:12.0 (85088402)|VARIABLE_SCOPE_BEGIN|[2027]|CARES_AppConstants.RECIPIENT_NAME|String|false|true
00:39:12.0 (85158329)|VARIABLE_SCOPE_BEGIN|[1409]|CARES_AppConstants.RECLAIM_DATE_TIME|Datetime|false|true
00:39:12.0 (85217733)|VARIABLE_SCOPE_BEGIN|[1624]|CARES_AppConstants.RECORDID|String|false|true
00:39:12.0 (85272574)|VARIABLE_SCOPE_BEGIN|[1466]|CARES_AppConstants.RECORDSQUERIEDSTRING|String|false|true
00:39:12.0 (85325434)|VARIABLE_SCOPE_BEGIN|[242]|CARES_AppConstants.RECORD_ALERT_ACTIVE_DURATION|Integer|false|true
00:39:12.0 (85379449)|VARIABLE_SCOPE_BEGIN|[243]|CARES_AppConstants.RECORD_ALERT_INFO_SEVERITY|String|false|true
00:39:12.0 (85432987)|VARIABLE_SCOPE_BEGIN|[648]|CARES_AppConstants.RECORD_ID_FETCHER|String|false|true
00:39:12.0 (85489489)|VARIABLE_SCOPE_BEGIN|[325]|CARES_AppConstants.RECORD_INSERTED|String|false|true
00:39:12.0 (85550721)|VARIABLE_SCOPE_BEGIN|[550]|CARES_AppConstants.RECORD_TO_BE_INSERTED_STRING|String|false|true
00:39:12.0 (85607710)|VARIABLE_SCOPE_BEGIN|[2187]|CARES_AppConstants.RECORD_TYPE|String|false|true
00:39:12.0 (85665101)|VARIABLE_SCOPE_BEGIN|[1996]|CARES_AppConstants.RECORD_TYPE_ID|String|false|true
00:39:12.0 (85742779)|VARIABLE_SCOPE_BEGIN|[466]|CARES_AppConstants.REFERENCEADDRESS|String|false|true
00:39:12.0 (85802079)|VARIABLE_SCOPE_BEGIN|[2428]|CARES_AppConstants.REFERENCE_EMAIL_TEMPLATE|String|false|true
00:39:12.0 (85857030)|VARIABLE_SCOPE_BEGIN|[2426]|CARES_AppConstants.REFERENCE_LETTER|String|false|true
00:39:12.0 (85911888)|VARIABLE_SCOPE_BEGIN|[2427]|CARES_AppConstants.REFERENCE_LETTER_SUBJECT|String|false|true
00:39:12.0 (85964779)|VARIABLE_SCOPE_BEGIN|[374]|CARES_AppConstants.REFERENCE_RELATEDADDTYPE|String|false|true
00:39:12.0 (86021538)|VARIABLE_SCOPE_BEGIN|[646]|CARES_AppConstants.REGENERATE_BCIA_8583|String|false|true
00:39:12.0 (86080561)|VARIABLE_SCOPE_BEGIN|[650]|CARES_AppConstants.REGENERATE_BCIA_8583_LABEL|String|false|true
00:39:12.0 (86143751)|VARIABLE_SCOPE_BEGIN|[669]|CARES_AppConstants.REGEN_BCIA8583_DOC_NAME|String|false|true
00:39:12.0 (86203813)|VARIABLE_SCOPE_BEGIN|[2022]|CARES_AppConstants.REIMBURSEMENT_NEEDED|String|false|true
00:39:12.0 (86261612)|VARIABLE_SCOPE_BEGIN|[492]|CARES_AppConstants.REJECT|String|false|true
00:39:12.0 (86332177)|VARIABLE_SCOPE_BEGIN|[481]|CARES_AppConstants.REJECTED|String|false|true
00:39:12.0 (86394797)|VARIABLE_SCOPE_BEGIN|[370]|CARES_AppConstants.RELATEDADD_ADDRESS|String|false|true
00:39:12.0 (86453741)|VARIABLE_SCOPE_BEGIN|[372]|CARES_AppConstants.RELATEDADD_ARP|String|false|true
00:39:12.0 (86512512)|VARIABLE_SCOPE_BEGIN|[373]|CARES_AppConstants.RELATEDADD_RELATEDADDTYPE|String|false|true
00:39:12.0 (86569970)|VARIABLE_SCOPE_BEGIN|[361]|CARES_AppConstants.RELATED_PERSON_TYPE|String|false|true
00:39:12.0 (86626461)|VARIABLE_SCOPE_BEGIN|[1258]|CARES_AppConstants.RELATIONSHIP_TO_CHILD|String|false|true
00:39:12.0 (86684427)|VARIABLE_SCOPE_BEGIN|[1822]|CARES_AppConstants.RELEASE_OF_INFORMATION|String|false|true
00:39:12.0 (86761541)|VARIABLE_SCOPE_BEGIN|[1354]|CARES_AppConstants.REMOVAL|String|false|true
00:39:12.0 (86830167)|VARIABLE_SCOPE_BEGIN|[1324]|CARES_AppConstants.REMOVAL_TIME|Time|false|true
00:39:12.0 (86891741)|VARIABLE_SCOPE_BEGIN|[1686]|CARES_AppConstants.REQUESTED|String|false|true
00:39:12.0 (86948735)|VARIABLE_SCOPE_BEGIN|[2021]|CARES_AppConstants.REQUESTED_ITEM_SERVICE_OBJECT|String|false|true
00:39:12.0 (87004721)|VARIABLE_SCOPE_BEGIN|[668]|CARES_AppConstants.REQUEST_FOR_SERVICES|String|false|true
00:39:12.0 (87059874)|VARIABLE_SCOPE_BEGIN|[1606]|CARES_AppConstants.REQUEST_NOT_SENT_ELIGIBILITY_STATUS|String|false|true
00:39:12.0 (87114561)|VARIABLE_SCOPE_BEGIN|[2011]|CARES_AppConstants.REQUEST_TYPE_ELIGIBILITY_REQUEST|String|false|true
00:39:12.0 (87171219)|VARIABLE_SCOPE_BEGIN|[495]|CARES_AppConstants.RESCHEDULED_BY_ATTENDEE|String|false|true
00:39:12.0 (87226687)|VARIABLE_SCOPE_BEGIN|[2183]|CARES_AppConstants.RESERIALIZE_KEY|String|false|true
00:39:12.0 (87283431)|VARIABLE_SCOPE_BEGIN|[1493]|CARES_AppConstants.RESIDENCE|String|false|true
00:39:12.0 (87345461)|VARIABLE_SCOPE_BEGIN|[1494]|CARES_AppConstants.RESIDENCE2|String|false|true
00:39:12.0 (87404535)|VARIABLE_SCOPE_BEGIN|[1495]|CARES_AppConstants.RESIDENCE_ERROR|String|false|true
00:39:12.0 (87464689)|VARIABLE_SCOPE_BEGIN|[322]|CARES_AppConstants.RESPONSE|String|false|true
00:39:12.0 (87524087)|VARIABLE_SCOPE_BEGIN|[1175]|CARES_AppConstants.RESPONSE_TYPE|String|false|true
00:39:12.0 (87582132)|VARIABLE_SCOPE_BEGIN|[1379]|CARES_AppConstants.RESTRAINING_ORDER_INFORMATION|String|false|true
00:39:12.0 (87641223)|VARIABLE_SCOPE_BEGIN|[1211]|CARES_AppConstants.RESUBMITTED|String|false|true
00:39:12.0 (87699698)|VARIABLE_SCOPE_BEGIN|[2439]|CARES_AppConstants.RESUBMITTED_CASE_CLOSURE|String|false|true
00:39:12.0 (87774726)|VARIABLE_SCOPE_BEGIN|[1213]|CARES_AppConstants.RESUBMITTED_CASE_OPEN|String|false|true
00:39:12.0 (87832820)|VARIABLE_SCOPE_BEGIN|[562]|CARES_AppConstants.RESUBMITTED_FOR_PATHWAY_APPROVAL|String|false|true
00:39:12.0 (87893013)|VARIABLE_SCOPE_BEGIN|[399]|CARES_AppConstants.RETURN_ERROR|String|false|true
00:39:12.0 (87954591)|VARIABLE_SCOPE_BEGIN|[400]|CARES_AppConstants.RETURN_NO_RECORD_ID|String|false|true
00:39:12.0 (88014536)|VARIABLE_SCOPE_BEGIN|[1193]|CARES_AppConstants.RETURN_SUCCESS|String|false|true
00:39:12.0 (88076296)|VARIABLE_SCOPE_BEGIN|[2017]|CARES_AppConstants.RETURN_WARRANT_TO_COURT|String|false|true
00:39:12.0 (88134606)|VARIABLE_SCOPE_BEGIN|[417]|CARES_AppConstants.REUNIFICATIONASSESSMENT|String|false|true
00:39:12.0 (88194492)|VARIABLE_SCOPE_BEGIN|[1839]|CARES_AppConstants.REVERT_QI_FLAG|String|false|true
00:39:12.0 (88252447)|VARIABLE_SCOPE_BEGIN|[332]|CARES_AppConstants.RFA|String|false|true
00:39:12.0 (88313197)|VARIABLE_SCOPE_BEGIN|[566]|CARES_AppConstants.RFA_BACKOFFICE_STAFF|String|false|true
00:39:12.0 (88373680)|VARIABLE_SCOPE_BEGIN|[2464]|CARES_AppConstants.RFA_FOR_COMPLAINTS_RECORD_TYPE|String|false|true
00:39:12.0 (88433759)|VARIABLE_SCOPE_BEGIN|[2410]|CARES_AppConstants.RFA_HOME|String|false|true
00:39:12.0 (88495977)|VARIABLE_SCOPE_BEGIN|[572]|CARES_AppConstants.RFA_SUPERVISOR_PERMISSION_SET|String|false|true
00:39:12.0 (88555432)|VARIABLE_SCOPE_BEGIN|[541]|CARES_AppConstants.RFA_SUPERVISOR_PERMISSION_SET_GROUP|String|false|true
00:39:12.0 (88613337)|VARIABLE_SCOPE_BEGIN|[542]|CARES_AppConstants.RFA_WORKER_PERMISSION_SET_GROUP|String|false|true
00:39:12.0 (88672459)|VARIABLE_SCOPE_BEGIN|[2074]|CARES_AppConstants.RFI_COMMUNICATION|String|false|true
00:39:12.0 (88747848)|VARIABLE_SCOPE_BEGIN|[416]|CARES_AppConstants.RISKASSESSMENT|String|false|true
00:39:12.0 (88809579)|VARIABLE_SCOPE_BEGIN|[415]|CARES_AppConstants.RISKREASSESSMENT|String|false|true
00:39:12.0 (88868236)|VARIABLE_SCOPE_BEGIN|[1819]|CARES_AppConstants.ROI_Consent_Forms|String|false|true
00:39:12.0 (88925114)|VARIABLE_SCOPE_BEGIN|[1625]|CARES_AppConstants.ROLE|String|false|true
00:39:12.0 (88985036)|VARIABLE_SCOPE_BEGIN|[1048]|CARES_AppConstants.ROWCAUSE|String|false|true
00:39:12.0 (89047042)|VARIABLE_SCOPE_BEGIN|[266]|CARES_AppConstants.RUNAWAY|String|false|true
00:39:12.0 (89112332)|VARIABLE_SCOPE_BEGIN|[2018]|CARES_AppConstants.RUNAWAY_OR_ABDUCTED_WARRANT|String|false|true
00:39:12.0 (89178009)|VARIABLE_SCOPE_BEGIN|[881]|CARES_AppConstants.SAFELY_SURRENDERED_BABY|String|false|true
00:39:12.0 (89238374)|VARIABLE_SCOPE_BEGIN|[414]|CARES_AppConstants.SAFETYASSESSMENT|String|false|true
00:39:12.0 (89298980)|VARIABLE_SCOPE_BEGIN|[1098]|CARES_AppConstants.SAFETY_ALERT|String|false|true
00:39:12.0 (89359560)|VARIABLE_SCOPE_BEGIN|[1548]|CARES_AppConstants.SAFETY_ALERT_FIELD|String|false|true
00:39:12.0 (89418761)|VARIABLE_SCOPE_BEGIN|[1173]|CARES_AppConstants.SAF_ALERT_STRING|String|false|true
00:39:12.0 (89479289)|VARIABLE_SCOPE_BEGIN|[1463]|CARES_AppConstants.SALESFORCE|String|false|true
00:39:12.0 (89538460)|VARIABLE_SCOPE_BEGIN|[475]|CARES_AppConstants.SALUTATION_NA|String|false|true
00:39:12.0 (89597155)|VARIABLE_SCOPE_BEGIN|[882]|CARES_AppConstants.SAME_AS_LOCATION_OF_CHILD|String|false|true
00:39:12.0 (89657666)|VARIABLE_SCOPE_BEGIN|[2356]|CARES_AppConstants.SAMPLE_ASSESSMENT|String|false|true
00:39:12.0 (89752322)|VARIABLE_SCOPE_BEGIN|[326]|CARES_AppConstants.SAMPLE_METHOD|String|false|true
00:39:12.0 (89820346)|VARIABLE_SCOPE_BEGIN|[2407]|CARES_AppConstants.SATURDAY|String|false|true
00:39:12.0 (89881950)|VARIABLE_SCOPE_BEGIN|[2216]|CARES_AppConstants.SCHEDULED|String|false|true
00:39:12.0 (89942087)|VARIABLE_SCOPE_BEGIN|[2241]|CARES_AppConstants.SCHEDULED_VALUE|String|false|true
00:39:12.0 (90000757)|VARIABLE_SCOPE_BEGIN|[2203]|CARES_AppConstants.SCHEMA|String|false|true
00:39:12.0 (90062185)|VARIABLE_SCOPE_BEGIN|[1297]|CARES_AppConstants.SCHOOL_DISCIPLINARY_ISSUES|String|false|true
00:39:12.0 (90121130)|VARIABLE_SCOPE_BEGIN|[1767]|CARES_AppConstants.SCHOOL_DISTRICT|String|false|true
00:39:12.0 (90180119)|VARIABLE_SCOPE_BEGIN|[2516]|CARES_AppConstants.SCPASSESSMENT|String|false|true
00:39:12.0 (90252864)|VARIABLE_SCOPE_BEGIN|[776]|CARES_AppConstants.SCREENING|String|false|true
00:39:12.0 (90343866)|VARIABLE_SCOPE_BEGIN|[1775]|CARES_AppConstants.SCREENINGQUERY|String|false|true
00:39:12.0 (90416338)|VARIABLE_SCOPE_BEGIN|[1100]|CARES_AppConstants.SCREENING_ADDRESS|String|false|true
00:39:12.0 (90482614)|VARIABLE_SCOPE_BEGIN|[1513]|CARES_AppConstants.SCREENING_ADDRESS_TRIGGER_HELPER|String|false|true
00:39:12.0 (90549605)|VARIABLE_SCOPE_BEGIN|[1099]|CARES_AppConstants.SCREENING_ALLEGATION|String|false|true
00:39:12.0 (90613139)|VARIABLE_SCOPE_BEGIN|[666]|CARES_AppConstants.SCREENING_ALLEGATION_TRIGGER_HANDLER|String|false|true
00:39:12.0 (90678901)|VARIABLE_SCOPE_BEGIN|[1033]|CARES_AppConstants.SCREENING_APPROVAL|String|false|true
00:39:12.0 (90764202)|VARIABLE_SCOPE_BEGIN|[1031]|CARES_AppConstants.SCREENING_APPROVAL_NOTIF|String|false|true
00:39:12.0 (90830956)|VARIABLE_SCOPE_BEGIN|[1054]|CARES_AppConstants.SCREENING_APPROVAL_PROCESS|String|false|true
00:39:12.0 (90896104)|VARIABLE_SCOPE_BEGIN|[739]|CARES_AppConstants.SCREENING_LOCKED_ERROR|String|false|true
00:39:12.0 (90960981)|VARIABLE_SCOPE_BEGIN|[1166]|CARES_AppConstants.SCREENING_OBJ|String|false|true
00:39:12.0 (91031123)|VARIABLE_SCOPE_BEGIN|[586]|CARES_AppConstants.SCREENING_PERSON|String|false|true
00:39:12.0 (91096689)|VARIABLE_SCOPE_BEGIN|[1034]|CARES_AppConstants.SCREENING_REQ_MODIFICATION_NOTIF|String|false|true
00:39:12.0 (91159596)|VARIABLE_SCOPE_BEGIN|[1061]|CARES_AppConstants.SCREENING_SHARE|String|false|true
00:39:12.0 (91224956)|VARIABLE_SCOPE_BEGIN|[1102]|CARES_AppConstants.SCREENING_STATUS_APPROVED|String|false|true
00:39:12.0 (91290835)|VARIABLE_SCOPE_BEGIN|[1103]|CARES_AppConstants.SCREENING_STATUS_MODIFICATIONS_REQUIRED|String|false|true
00:39:12.0 (91356629)|VARIABLE_SCOPE_BEGIN|[1101]|CARES_AppConstants.SCREENING_STATUS_PENDING|String|false|true
00:39:12.0 (91422099)|VARIABLE_SCOPE_BEGIN|[1104]|CARES_AppConstants.SCREENING_STATUS_RECALLED|String|false|true
00:39:12.0 (91488343)|VARIABLE_SCOPE_BEGIN|[1105]|CARES_AppConstants.SCREENING_STATUS_RESUBMITTED|String|false|true
00:39:12.0 (91554840)|VARIABLE_SCOPE_BEGIN|[946]|CARES_AppConstants.SCREENING_UPDATE|String|false|true
00:39:12.0 (91627069)|VARIABLE_SCOPE_BEGIN|[908]|CARES_AppConstants.SCRP_APPROXAGE|String|false|true
00:39:12.0 (91697540)|VARIABLE_SCOPE_BEGIN|[922]|CARES_AppConstants.SCRP_ATRISK_OF_CSEC|String|false|true
00:39:12.0 (91784429)|VARIABLE_SCOPE_BEGIN|[912]|CARES_AppConstants.SCRP_COLLATERALTYPE|String|false|true
